type,intensity,zone_id,zone_name,lat,lng,risk_score,hour,dow,created_at,validation_status,is_anonymous
Dark Zone,Medium,puente-madera,Puente Madera,4.858713409823298,-74.03156782329283,51,14,0,2025-12-15 14:16:00,verified,False
Maintenance,Information,ad-portas,Ad Portas,4.863594259049086,-74.03143975652932,26,9,2,2026-03-04 09:00:00,pending,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.863404203161847,-74.03225549318142,27,18,1,2026-02-24 18:44:00,verified,True
Dark Zone,Medium,puente-madera,Puente Madera,4.858776598265383,-74.03172667332123,24,9,4,2026-01-23 09:34:00,verified,True
Theft/Robbery,High,puente-madera,Puente Madera,4.858752715720906,-74.03100740009651,79,16,3,2026-03-05 16:35:00,verified,False
Theft/Robbery,High,ad-portas,Ad Portas,4.863891547232336,-74.03169026825658,78,12,3,2026-04-16 12:45:00,verified,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.863915722944896,-74.03183910981768,53,19,5,2026-03-14 19:10:00,verified,False
Theft/Robbery,High,puente-madera,Puente Madera,4.8587393395612395,-74.03163961809072,91,9,0,2026-01-26 09:05:00,pending,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858640008048661,-74.03165714903189,56,18,6,2026-02-01 18:38:00,pending,True
Suspicious Person,Medium,ad-portas,Ad Portas,4.863370459605463,-74.03171172753706,49,16,2,2026-04-22 16:44:00,verified,True
Suspicious Person,Medium,ad-portas,Ad Portas,4.8639657686697495,-74.03153312070685,49,7,1,2025-12-30 07:17:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.85883855325984,-74.03122795849019,56,12,5,2026-04-18 12:52:00,verified,True
Maintenance,Information,porton-cafe,Portón Café,4.863551070523968,-74.0378505508697,5,8,6,2026-01-25 08:32:00,verified,True
Suspicious Person,Medium,porton-cafe,Portón Café,4.863487955059129,-74.03763985366065,47,19,0,2026-04-06 19:36:00,verified,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858686329984979,-74.03140006144912,79,7,0,2026-03-23 07:04:00,pending,True
Suspicious Person,Medium,puente-madera,Puente Madera,4.8587723003287655,-74.03149310511704,26,22,3,2026-03-05 22:33:00,pending,True
Dark Zone,Medium,ad-portas,Ad Portas,4.863358199381855,-74.03178063502229,35,19,0,2026-05-11 19:21:00,discarded,False
Maintenance,Information,ad-portas,Ad Portas,4.863819978618999,-74.03111069966707,29,8,1,2026-01-27 08:47:00,discarded,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.863575967138721,-74.03112670954526,51,8,0,2026-01-26 08:12:00,pending,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858607582805776,-74.0316286805327,76,18,2,2025-12-10 18:42:00,verified,False
Theft/Robbery,High,porton-cafe,Portón Café,4.8634713646362915,-74.03740587513329,81,17,0,2026-02-23 17:31:00,pending,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.863640913806046,-74.0315482247321,64,10,0,2026-03-30 10:14:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858864910827088,-74.03180297959368,19,16,4,2025-11-28 16:25:00,pending,False
Maintenance,Information,ad-portas,Ad Portas,4.863920295973372,-74.03226975147936,12,11,1,2026-03-17 11:00:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858440977394788,-74.03186639608751,56,9,3,2026-05-14 09:06:00,pending,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858826831032061,-74.03162130208014,48,19,5,2025-12-27 19:47:00,pending,True
Maintenance,Information,ad-portas,Ad Portas,4.863476126665525,-74.03156627839783,5,13,1,2025-12-02 13:44:00,verified,True
Suspicious Person,Medium,puente-madera,Puente Madera,4.858711671983956,-74.03150906196983,56,2,0,2026-02-16 02:07:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858698916073683,-74.03170061378817,64,23,5,2026-01-03 23:18:00,verified,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858643294085394,-74.0315114609079,68,17,2,2026-02-25 17:29:00,verified,True
Maintenance,Information,porton-cafe,Portón Café,4.863460343549762,-74.0377224408142,12,12,2,2025-12-31 12:20:00,verified,True
Suspicious Person,Medium,puente-madera,Puente Madera,4.8590173416960285,-74.03178038022858,30,19,4,2026-03-13 19:23:00,verified,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.864081351098248,-74.03180672947086,41,18,0,2025-12-22 18:42:00,pending,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858882980937479,-74.03162712310794,100,16,6,2026-03-01 16:05:00,verified,True
Theft/Robbery,High,porton-cafe,Portón Café,4.863684585174267,-74.03760337342244,100,9,5,2026-02-07 09:47:00,verified,True
Theft/Robbery,High,puente-madera,Puente Madera,4.858553857015399,-74.03135758092559,83,18,4,2025-11-28 18:55:00,pending,False
Suspicious Person,Medium,puente-madera,Puente Madera,4.858935348257879,-74.03119369776064,50,14,3,2026-04-09 14:44:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858524316425931,-74.0314140055714,41,16,2,2026-03-11 16:40:00,discarded,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.864244016174259,-74.03166838586756,45,11,4,2026-03-13 11:26:00,verified,True
Theft/Robbery,High,puente-madera,Puente Madera,4.858711936061173,-74.0317754252579,68,10,0,2026-02-16 10:34:00,discarded,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858915082781588,-74.03163737885579,67,19,1,2026-03-10 19:38:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858782330550505,-74.03126885916906,58,13,2,2026-03-11 13:10:00,verified,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858874209537161,-74.0316573590177,62,7,0,2026-01-05 07:07:00,verified,True
Dark Zone,Medium,ad-portas,Ad Portas,4.864090400095587,-74.03185207193553,46,15,0,2026-02-23 15:50:00,verified,False
Theft/Robbery,High,ad-portas,Ad Portas,4.864038458242555,-74.03150050799624,85,6,5,2026-02-28 06:30:00,pending,True
Dark Zone,Medium,puente-madera,Puente Madera,4.85910800046898,-74.03163470364606,61,19,3,2026-01-22 19:02:00,pending,True
Suspicious Person,Medium,ad-portas,Ad Portas,4.863657103937469,-74.03161556308845,68,16,3,2026-04-09 16:16:00,verified,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.863792350726887,-74.03150768156839,62,9,3,2025-12-18 09:27:00,verified,True
Dark Zone,Medium,puente-madera,Puente Madera,4.858602009454091,-74.03167384193345,37,12,0,2025-12-29 12:05:00,verified,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.863050093023188,-74.03090051714803,36,12,4,2025-12-05 12:09:00,pending,True
Maintenance,Information,ad-portas,Ad Portas,4.863573623912925,-74.03183372531996,18,19,0,2026-05-04 19:51:00,pending,True
Theft/Robbery,High,puente-madera,Puente Madera,4.8588381474425075,-74.03133390530232,73,21,4,2026-01-23 21:31:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858641575657242,-74.0314494840099,47,16,1,2026-01-06 16:20:00,verified,False
Theft/Robbery,High,ad-portas,Ad Portas,4.864122203672806,-74.03152661001934,88,0,0,2026-03-16 00:40:00,pending,False
Suspicious Person,Medium,puente-madera,Puente Madera,4.858807576253733,-74.0312713052285,52,9,0,2026-04-27 09:46:00,discarded,False
Dark Zone,Medium,ad-portas,Ad Portas,4.863250950415614,-74.0315631248193,42,8,4,2026-04-10 08:18:00,verified,True
Theft/Robbery,High,puente-madera,Puente Madera,4.8585692766636495,-74.03138872719624,94,20,0,2025-12-01 20:08:00,verified,True
Suspicious Person,Medium,ad-portas,Ad Portas,4.863646381473021,-74.03159946679496,70,17,2,2026-04-15 17:24:00,verified,False
Theft/Robbery,High,ad-portas,Ad Portas,4.863712225953846,-74.03068232675433,86,17,3,2026-01-15 17:04:00,discarded,False
Maintenance,Information,porton-cafe,Portón Café,4.863196847448169,-74.03723099751367,19,19,3,2026-03-19 19:03:00,pending,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858932950550816,-74.03137136372973,78,22,2,2026-01-14 22:06:00,verified,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.863272710529113,-74.03180660930292,39,17,1,2026-04-14 17:11:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858558895310039,-74.0313882843191,70,18,3,2026-02-19 18:44:00,pending,True
Dark Zone,Medium,puente-madera,Puente Madera,4.858753934305964,-74.0317451766124,55,17,1,2026-02-10 17:36:00,verified,False
Suspicious Person,Medium,puente-madera,Puente Madera,4.858914326297329,-74.03162795658086,48,14,6,2026-03-15 14:25:00,verified,True
Suspicious Person,Medium,ad-portas,Ad Portas,4.863644406458419,-74.03203695932524,57,0,3,2026-02-05 00:14:00,verified,False
Suspicious Person,Medium,porton-cafe,Portón Café,4.863524810370278,-74.03733114026683,39,16,4,2026-04-10 16:36:00,verified,True
Suspicious Person,Medium,ad-portas,Ad Portas,4.863508762509904,-74.03143404745687,45,12,0,2026-01-26 12:37:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.859020392770247,-74.03158592723712,52,18,2,2026-01-14 18:46:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858861518166375,-74.03178967314658,28,17,6,2025-12-14 17:19:00,pending,False
Suspicious Person,Medium,puente-madera,Puente Madera,4.8583698687370855,-74.03125348317931,43,21,1,2026-02-17 21:27:00,pending,False
Maintenance,Information,ad-portas,Ad Portas,4.864407459785701,-74.03194869903946,17,17,5,2025-11-22 17:40:00,verified,True
Theft/Robbery,High,puente-madera,Puente Madera,4.858983421990513,-74.03110478142236,100,16,2,2026-02-11 16:14:00,verified,False
Maintenance,Information,porton-cafe,Portón Café,4.863790673246118,-74.03714978124226,22,14,3,2026-01-15 14:50:00,verified,True
Theft/Robbery,High,puente-madera,Puente Madera,4.858830672215233,-74.03161623714325,70,13,3,2026-04-09 13:05:00,verified,False
Maintenance,Information,ad-portas,Ad Portas,4.863638987662777,-74.031791073849,9,9,4,2026-04-03 09:04:00,verified,False
Maintenance,Information,ad-portas,Ad Portas,4.863848916234237,-74.03134087791658,16,3,2,2026-05-06 03:19:00,verified,False
Theft/Robbery,High,ad-portas,Ad Portas,4.864083259024317,-74.03217967564565,77,19,0,2025-12-29 19:54:00,pending,True
Dark Zone,Medium,ad-portas,Ad Portas,4.863424953303819,-74.03246961464683,49,11,1,2025-11-25 11:47:00,verified,False
Dark Zone,Medium,ad-portas,Ad Portas,4.863603475747485,-74.0311176201027,57,18,1,2026-04-28 18:09:00,verified,False
Maintenance,Information,porton-cafe,Portón Café,4.863344162635134,-74.0369007722301,29,8,5,2026-01-24 08:18:00,verified,True
Dark Zone,Medium,puente-madera,Puente Madera,4.858791419540694,-74.03155129681976,38,22,0,2026-03-30 22:06:00,verified,False
Theft/Robbery,High,ad-portas,Ad Portas,4.863528337967179,-74.03128750055212,100,12,3,2026-05-14 12:40:00,discarded,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858983648705654,-74.03160376988436,66,22,5,2026-04-11 22:14:00,pending,False
Suspicious Person,Medium,porton-cafe,Portón Café,4.8635771772493825,-74.03798753180968,53,19,4,2026-03-13 19:52:00,discarded,True
Dark Zone,Medium,puente-madera,Puente Madera,4.85864547948274,-74.03159920730036,30,17,1,2026-04-14 17:38:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858777720021314,-74.03161254016793,35,16,2,2025-12-24 16:38:00,verified,True
Dark Zone,Medium,puente-madera,Puente Madera,4.858100547557344,-74.031511502981,71,8,3,2025-12-25 08:14:00,pending,True
Dark Zone,Medium,ad-portas,Ad Portas,4.864138377764364,-74.03190583850264,42,19,3,2026-01-15 19:12:00,verified,False
Theft/Robbery,High,porton-cafe,Portón Café,4.863642754851215,-74.03775651563176,83,11,4,2026-05-15 11:29:00,verified,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.863869824083515,-74.03123222671044,48,16,2,2026-04-01 16:47:00,verified,False
Dark Zone,Medium,porton-cafe,Portón Café,4.863508265249965,-74.03772039477603,40,14,0,2026-02-02 14:56:00,pending,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858629704221619,-74.03143252689863,60,18,2,2025-12-03 18:57:00,pending,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858514364209864,-74.0312074622862,76,19,0,2026-01-05 19:57:00,verified,False
Theft/Robbery,High,puente-madera,Puente Madera,4.85867072654113,-74.03165544233582,50,17,0,2026-03-16 17:45:00,pending,True
Maintenance,Information,ad-portas,Ad Portas,4.863905213618908,-74.03142826244117,11,18,3,2026-02-26 18:32:00,verified,False
Suspicious Person,Medium,ad-portas,Ad Portas,4.863660097215168,-74.03151662431291,31,17,4,2026-02-13 17:42:00,verified,True
Theft/Robbery,High,puente-madera,Puente Madera,4.85856918946453,-74.03134714706407,64,21,5,2025-12-20 21:12:00,pending,True
Maintenance,Information,ad-portas,Ad Portas,4.86372806737965,-74.03226563272185,20,15,3,2026-05-07 15:26:00,verified,True
Suspicious Person,Medium,puente-madera,Puente Madera,4.85866787170354,-74.03182902636317,63,17,0,2026-04-27 17:52:00,verified,True
Suspicious Person,Medium,puente-madera,Puente Madera,4.85852808168464,-74.0316680504874,52,5,4,2025-12-12 05:26:00,verified,True
Suspicious Person,Medium,puente-madera,Puente Madera,4.858904727469886,-74.03170916436379,50,7,5,2025-11-29 07:19:00,pending,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858760763300066,-74.03136737887854,52,10,5,2025-12-06 10:08:00,pending,False
Theft/Robbery,High,puente-madera,Puente Madera,4.858601594432183,-74.03167151804412,81,8,6,2026-05-17 08:03:00,pending,False
Theft/Robbery,High,porton-cafe,Portón Café,4.863334572197603,-74.03833340514505,85,17,4,2026-05-15 17:50:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858855786968217,-74.0319785864871,37,18,3,2026-04-02 18:31:00,verified,False
Theft/Robbery,High,puente-madera,Puente Madera,4.8587988308522005,-74.03109450090605,80,7,3,2025-11-20 07:29:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858529399411754,-74.03154257928821,66,5,3,2026-03-05 05:22:00,verified,True
Theft/Robbery,High,ad-portas,Ad Portas,4.863446210746263,-74.03204267680266,74,19,5,2026-01-24 19:19:00,verified,False
Dark Zone,Medium,puente-madera,Puente Madera,4.858484334278348,-74.03148146593679,69,18,5,2025-11-29 18:30:00,verified,False
Dark Zone,Medium,ad-portas,Ad Portas,4.863736923781935,-74.03182394140084,46,16,2,2026-04-29 16:10:00,verified,False
Suspicious Person,Medium,puente-madera,Puente Madera,4.85836236183826,-74.03132937804456,49,20,1,2026-05-19 20:45:00,verified,False
Dark Zone,Medium,ad-portas,Ad Portas,4.863585856025923,-74.03044575697287,53,9,3,2026-02-05 09:19:00,verified,True
Suspicious Person,Medium,ad-portas,Ad Portas,4.863414462684972,-74.03189354303848,63,16,4,2026-03-13 16:51:00,verified,True
Suspicious Person,Medium,porton-cafe,Portón Café,4.863571654082107,-74.0378884833935,61,8,2,2026-02-11 08:55:00,discarded,False
Theft/Robbery,High,ad-portas,Ad Portas,4.863439556774338,-74.03097368088952,92,18,0,2025-12-01 18:38:00,verified,False
Theft/Robbery,High,ad-portas,Ad Portas,4.863505803431303,-74.0312105934553,80,17,1,2025-11-25 17:19:00,verified,True
Maintenance,Information,ad-portas,Ad Portas,4.8638958321025365,-74.03152910687308,5,19,0,2026-02-09 19:42:00,verified,True
Suspicious Person,Medium,puente-madera,Puente Madera,4.858546290033536,-74.03130000783648,45,22,4,2025-12-26 22:51:00,verified,True
Suspicious Person,Medium,puente-madera,Puente Madera,4.858594270307352,-74.03169702451586,55,14,1,2026-04-07 14:08:00,discarded,True
Theft/Robbery,High,puente-madera,Puente Madera,4.859087504983848,-74.03171950658285,80,13,0,2026-03-09 13:45:00,verified,False
